mkt,ric,ric_or_isin
asx,IHHY.AX,IHHY
asx,IHK.AX,IHK
asx,IHL.AX,IHL
asx,IHOO.AX,IHOO
asx,IHR.AX,IHR
asx,IHS.AX,IHS
asx,IHVV.AX,IHVV
asx,IHWL.AX,IHWL
asx,IIL.AX,IIL
asx,IILDA.AX,IILDA
asx,IJH.AX,IJH
asx,IJP.AX,IJP
asx,IJR.AX,IJR
asx,IKE.AX,IKE
asx,IKO.AX,IKO
asx,IKW.AX,IKW
asx,ILB.AX,ILB
asx,ILC.AX,ILC
asx,ILU.AX,ILU
asx,IMA.AX,IMA
asx,IMC.AX,IMC
asx,IMD.AX,IMD
asx,IMF.AX,IMF
asx,IMM.AX,IMM
asx,IMS.AX,IMS
asx,IMU.AX,IMU
asx,INA.AX,INA
asx,INF.AX,INF
asx,ING.AX,ING
asx,INIF.AX,INIF
asx,INK.AX,INK
asx,INM.AX,INM
asx,INP.AX,INP
asx,INV.AX,INV
asx,IOD.AX,IOD
asx,IOF.AX,IOF
asx,IOG.AX,IOG
asx,IOO.AX,IOO
asx,IOODA.AX,IOODA
asx,IOT.AX,IOT
asx,IOTN.AX,IOTN
asx,IOZ.AX,IOZ
asx,IP1.AX,IP1
asx,IPB.AX,IPB
asx,IPC.AX,IPC
asx,IPD.AX,IPD
asx,IPE.AX,IPE
asx,IPH.AX,IPH
asx,IPL.AX,IPL
asx,IPT.AX,IPT
asx,IQ3.AX,IQ3
asx,IRC.AX,IRC
asx,IRD.AX,IRD
asx,IRE.AX,IRE
asx,IRI.AX,IRI
asx,IRU.AX,IRU
asx,IS3.AX,IS3
asx,ISD.AX,ISD
asx,ISEC.AX,ISEC
asx,ISG.AX,ISG
asx,ISH.AX,ISH
asx,ISO.AX,ISO
asx,ISU.AX,ISU
asx,ISX.AX,ISX
asx,ITD.AX,ITD
asx,ITL.AX,ITL
asx,ITW.AX,ITW
asx,IVC.AX,IVC
asx,IVE.AX,IVE
asx,IVO.AX,IVO
asx,IVQ.AX,IVQ
asx,IVR.AX,IVR
asx,IVT.AX,IVT
asx,IVV.AX,IVV
asx,IVX.AX,IVX
asx,IWLD.AX,IWLD
asx,IXI.AX,IXI
asx,IXIDA.AX,IXIDA
asx,IXJ.AX,IXJ
asx,IXJDA.AX,IXJDA
asx,IXP.AX,IXP
asx,IXU.AX,IXU
asx,IZZ.AX,IZZ
asx,JAL.AX,JAL
asx,JAN.AX,JAN
asx,JAT.AX,JAT
asx,JAY.AX,JAY
asx,JBH.AX,JBH
asx,JCI.AX,JCI
asx,JCS.AX,JCS
asx,JDR.AX,JDR
asx,JHC.AX,JHC
asx,JHG.AX,JHG
asx,JHL.AX,JHL
asx,JHX.AX,JHX
asx,JIN.AX,JIN
asx,JIP.AX,JIP
asx,JJF.AX,JJF
asx,JKA.AX,JKA
asx,JKL.AX,JKL
asx,JLG.AX,JLG
asx,JMS.AX,JMS
asx,JPR.AX,JPR
asx,JRL.AX,JRL
asx,JRV.AX,JRV
asx,JVG.AX,JVG
asx,JYC.AX,JYC
asx,K2F.AX,K2F
asx,KAI.AX,KAI
asx,KAM.AX,KAM
asx,KAR.AX,KAR
asx,KAS.AX,KAS
asx,KAT.AX,KAT
asx,KBC.AX,KBC
asx,KCN.AX,KCN
asx,KDR.AX,KDR
asx,KEY.AX,KEY
asx,KFE.AX,KFE
asx,KGD.AX,KGD
asx,KGL.AX,KGL
asx,KGM.AX,KGM
asx,KGN.AX,KGN
asx,KII.AX,KII
asx,KIN.AX,KIN
asx,KIS.AX,KIS
asx,KKL.AX,KKL
asx,KKT.AX,KKT
asx,KLA.AX,KLA
asx,KLH.AX,KLH
asx,KLL.AX,KLL
asx,KLO.AX,KLO
asx,KLR.AX,KLR
asx,KMD.AX,KMD
asx,KME.AX,KME
asx,KMT.AX,KMT
asx,KNH.AX,KNH
asx,KNL.AX,KNL
asx,KNM.AX,KNM
asx,KNO.AX,KNO
asx,KOR.AX,KOR
asx,KOV.AX,KOV
asx,KP2.AX,KP2
asx,KPC.AX,KPC
asx,KPG.AX,KPG
asx,KPL.AX,KPL
asx,KPO.AX,KPO
asx,KPT.AX,KPT
asx,KRC.AX,KRC
asx,KRL.AX,KRL
asx,KRM.AX,KRM
asx,KRS.AX,KRS
asx,KRX.AX,KRX
asx,KSC.AX,KSC
asx,KSL.AX,KSL
asx,KSM.AX,KSM
asx,KSN.AX,KSN
asx,KTA.AX,KTA
asx,KTE.AX,KTE
asx,KYK.AX,KYK
asx,KZA.AX,KZA
asx,KZR.AX,KZR
asx,LAA.AX,LAA
asx,LAM.AX,LAM
asx,LAU.AX,LAU
asx,LBL.AX,LBL
asx,LBT.AX,LBT
asx,LCA.AX,LCA
asx,LCD.AX,LCD
asx,LCE.AX,LCE
asx,LCK.AX,LCK
asx,LCM.AX,LCM
asx,LCT.AX,LCT
asx,LCY.AX,LCY
asx,LEG.AX,LEG
asx,LEP.AX,LEP
asx,LER.AX,LER
asx,LEX.AX,LEX
asx,LFR.AX,LFR
asx,LGD.AX,LGD
asx,LGR.AX,LGR
asx,LHB.AX,LHB
asx,LHC.AX,LHC
asx,LHM.AX,LHM
asx,LI3.AX,LI3
asx,LIC.AX,LIC
asx,LIN.AX,LIN
asx,LIO.AX,LIO
asx,LIT.AX,LIT
asx,LKE.AX,LKE
asx,LKO.AX,LKO
asx,LLC.AX,LLC
asx,LLO.AX,LLO
asx,LMG.AX,LMG
asx,LML.AX,LML
asx,LMW.AX,LMW
asx,LNG.AX,LNG
asx,LNK.AX,LNK
asx,LNU.AX,LNU
asx,LNY.AX,LNY
asx,LOM.AX,LOM
asx,LON.AX,LON
asx,LOV.AX,LOV
asx,LPD.AX,LPD
asx,LPE.AX,LPE
asx,LPI.AX,LPI
asx,LRM.AX,LRM
asx,LRS.AX,LRS
asx,LRT.AX,LRT
asx,LSA.AX,LSA
asx,LSF.AX,LSF
asx,LSH.AX,LSH
asx,LSR.AX,LSR
asx,LSX.AX,LSX
asx,LTR.AX,LTR
asx,LVE.AX,LVE
asx,LVH.AX,LVH
asx,LVT.AX,LVT
asx,LYC.AX,LYC
asx,LYL.AX,LYL
asx,M7T.AX,M7T
asx,MA1.AX,MA1
asx,MAG.AX,MAG
asx,MAH.AX,MAH
asx,MAI.AX,MAI
asx,MAM.AX,MAM
asx,MAQ.AX,MAQ
asx,MAR.AX,MAR
asx,MAT.AX,MAT
asx,MAU.AX,MAU
asx,MAX.AX,MAX
asx,MAY.AX,MAY
asx,MBK.AX,MBK
asx,MBM.AX,MBM
asx,MBO.AX,MBO
asx,MCA.AX,MCA
asx,MCE.AX,MCE
asx,MCM.AX,MCM
asx,MCP.AX,MCP
asx,MCR.AX,MCR
asx,MCT.AX,MCT
asx,MCX.AX,MCX
asx,MCY.AX,MCY
asx,MDC.AX,MDC
asx,MDI.AX,MDI
asx,MDL.AX,MDL
asx,MDR.AX,MDR
asx,MDX.AX,MDX
asx,MEA.AX,MEA
asx,MEB.AX,MEB
asx,MEC.AX,MEC
asx,MED.AX,MED
asx,MEI.AX,MEI
asx,MEL.AX,MEL
asx,MEM.AX,MEM
asx,MEP.AX,MEP
asx,MEQ.AX,MEQ
asx,MEU.AX,MEU
asx,MEY.AX,MEY
asx,MEZ.AX,MEZ
asx,MFD.AX,MFD
asx,MFF.AX,MFF
asx,MFG.AX,MFG
asx,MGC.AX,MGC
asx,MGE.AX,MGE
asx,MGG.AX,MGG
asx,MGL.AX,MGL
asx,MGP.AX,MGP
asx,MGR.AX,MGR
asx,MGT.AX,MGT
asx,MGU.AX,MGU
asx,MGV.AX,MGV
asx,MGX.AX,MGX
asx,MGZ.AX,MGZ
asx,MHC.AX,MHC
asx,MHD.AX,MHD
asx,MHG.AX,MHG
asx,MHI.AX,MHI
asx,MHJ.AX,MHJ
asx,MICH.AX,MICH
asx,MIH.AX,MIH
asx,MIL.AX,MIL
asx,MIN.AX,MIN
asx,MIR.AX,MIR
asx,MJC.AX,MJC
asx,MJP.AX,MJP
asx,MKG.AX,MKG
asx,MLB.AX,MLB
asx,MLD.AX,MLD
asx,MLM.AX,MLM
asx,MLS.AX,MLS
asx,MLT.AX,MLT
asx,MLX.AX,MLX
asx,MMG.AX,MMG
asx,MMI.AX,MMI
asx,MMJ.AX,MMJ
asx,MML.AX,MML
asx,MMR.AX,MMR
asx,MMS.AX,MMS
asx,MNB.AX,MNB
asx,MNC.AX,MNC
asx,MND.AX,MND
asx,MNF.AX,MNF
asx,MNRS.AX,MNRS
asx,MNS.AX,MNS
asx,MNW.AX,MNW
asx,MNY.AX,MNY
asx,MOAT.AX,MOAT
asx,MOB.AX,MOB
asx,MOC.AX,MOC
asx,MOD.AX,MOD
asx,MODDA.AX,MODDA
asx,MOE.AX,MOE
asx,MOGL.AX,MOGL
asx,MONY.AX,MONY
asx,MOQ.AX,MOQ
asx,MOX.AX,MOX
asx,MOY.AX,MOY
asx,MP1.AX,MP1
asx,MPL.AX,MPL
asx,MPP.AX,MPP
asx,MPW.AX,MPW
asx,MPX.AX,MPX
asx,MQA.AX,MQA
asx,MQG.AX,MQG
asx,MQR.AX,MQR
asx,MRC.AX,MRC
asx,MRD.AX,MRD
asx,MRG.AX,MRG
asx,MRL.AX,MRL
asx,MRM.AX,MRM
asx,MRN.AX,MRN
asx,MRP.AX,MRP
asx,MRQ.AX,MRQ
asx,MRR.AX,MRR
asx,MRV.AX,MRV
asx,MSB.AX,MSB
asx,MSE.AX,MSE
asx,MSG.AX,MSG
asx,MSI.AX,MSI
asx,MSM.AX,MSM
asx,MSP.AX,MSP
asx,MSR.AX,MSR
asx,MSV.AX,MSV
asx,MTB.AX,MTB
asx,MTC.AX,MTC
asx,MTH.AX,MTH
asx,MTM.AX,MTM
asx,MTO.AX,MTO
asx,MTR.AX,MTR
asx,MTS.AX,MTS
asx,MUA.AX,MUA
asx,MUS.AX,MUS
asx,MVA.AX,MVA
asx,MVB.AX,MVB
asx,MVE.AX,MVE
asx,MVF.AX,MVF
asx,MVOL.AX,MVOL
asx,MVP.AX,MVP
asx,MVR.AX,MVR
asx,MVS.AX,MVS
asx,MVT.AX,MVT
asx,MVW.AX,MVW
asx,MWR.AX,MWR
asx,MWY.AX,MWY
asx,MX1.AX,MX1
asx,MXC.AX,MXC
asx,MXI.AX,MXI
asx,MXR.AX,MXR
asx,MXT.AX,MXT
asx,MXTN.AX,MXTN
asx,MYE.AX,MYE
asx,MYL.AX,MYL
asx,MYO.AX,MYO
asx,MYQ.AX,MYQ
asx,MYR.AX,MYR
asx,MYS.AX,MYS
asx,MYX.AX,MYX
asx,MZI.AX,MZI
asx,MZM.AX,MZM
asx,MZN.AX,MZN
asx,MZZ.AX,MZZ
asx,N1H.AX,N1H
asx,N27.AX,N27
asx,NAB.AX,NAB
asx,NAC.AX,NAC
asx,NAE.AX,NAE
asx,NAG.AX,NAG
asx,NAM.AX,NAM
asx,NAN.AX,NAN
asx,NBL.AX,NBL
asx,NC6.AX,NC6
asx,NCC.AX,NCC
asx,NCK.AX,NCK
asx,NCL.AX,NCL
asx,NCM.AX,NCM
asx,NCR.AX,NCR
asx,NCZ.AX,NCZ
asx,NDQ.AX,NDQ
asx,NEA.AX,NEA
asx,NEC.AX,NEC
asx,NES.AX,NES
asx,NET.AX,NET
asx,NEU.AX,NEU
asx,NEW.AX,NEW
asx,NGE.AX,NGE
asx,NGI.AX,NGI
asx,NGY.AX,NGY
asx,NHC.AX,NHC
asx,NHF.AX,NHF
asx,NHL.AX,NHL
asx,NIU.AX,NIU
asx,NKP.AX,NKP
asx,NLI.AX,NLI
asx,NME.AX,NME
asx,NML.AX,NML
asx,NMS.AX,NMS
asx,NMT.AX,NMT
asx,NNW.AX,NNW
asx,NOR.AX,NOR
asx,NOV.AX,NOV
asx,NOX.AX,NOX
asx,NSC.AX,NSC
asx,NSE.AX,NSE
asx,NSL.AX,NSL
asx,NSR.AX,NSR
asx,NST.AX,NST
asx,NSX.AX,NSX
asx,NTC.AX,NTC
asx,NTD.AX,NTD
asx,NTI.AX,NTI
asx,NTL.AX,NTL
asx,NTM.AX,NTM
asx,NTU.AX,NTU
asx,NUF.AX,NUF
asx,NUH.AX,NUH
asx,NUS.AX,NUS
asx,NVA.AX,NVA
asx,NVL.AX,NVL
asx,NVO.AX,NVO
asx,NVT.AX,NVT
asx,NVX.AX,NVX
asx,NWC.AX,NWC
asx,NWE.AX,NWE
asx,NWF.AX,NWF
asx,NWH.AX,NWH
asx,NWL.AX,NWL
asx,NWS.AX,NWS
asx,NXM.AX,NXM
asx,NXT.AX,NXT
asx,NZC.AX,NZC
asx,NZK.AX,NZK
asx,NZM.AX,NZM
asx,OAR.AX,OAR
asx,OBJ.AX,OBJ
asx,OCA.AX,OCA
asx,OCC.AX,OCC
asx,OCL.AX,OCL
asx,OCP.AX,OCP
asx,ODM.AX,ODM
asx,ODY.AX,ODY
asx,OEC.AX,OEC
asx,OEL.AX,OEL
asx,OEQ.AX,OEQ
asx,OEX.AX,OEX
asx,OFX.AX,OFX
asx,OGA.AX,OGA
asx,OGC.AX,OGC
asx,OGX.AX,OGX
asx,OHE.AX,OHE
asx,OIL.AX,OIL
asx,OKR.AX,OKR
asx,OKU.AX,OKU
asx,OLH.AX,OLH
asx,OLI.AX,OLI
asx,OLV.AX,OLV
asx,OMH.AX,OMH
asx,OML.AX,OML
asx,OMN.AX,OMN
asx,OMT.AX,OMT
asx,ONE.AX,ONE
asx,ONT.AX,ONT
asx,ONX.AX,ONX
asx,OOK.AX,OOK
asx,OOO.AX,OOO
asx,OPG.AX,OPG
asx,OPN.AX,OPN
asx,OPT.AX,OPT
asx,ORA.AX,ORA
asx,ORE.AX,ORE
asx,ORG.AX,ORG
asx,ORI.AX,ORI
asx,ORM.AX,ORM
asx,ORN.AX,ORN
asx,ORR.AX,ORR
asx,OSH.AX,OSH
asx,OSL.AX,OSL
asx,OSP.AX,OSP
asx,OTW.AX,OTW
asx,OVH.AX,OVH
asx,OVL.AX,OVL
asx,OVN.AX,OVN
asx,OVR.AX,OVR
asx,OXX.AX,OXX
asx,OZF.AX,OZF
asx,OZG.AX,OZG
asx,OZL.AX,OZL
asx,OZR.AX,OZR
asx,P2P.AX,P2P
asx,PAA.AX,PAA
asx,PAB.AX,PAB
asx,PAC.AX,PAC
asx,PAF.AX,PAF
asx,PAI.AX,PAI
asx,PAK.AX,PAK
asx,PAN.AX,PAN
asx,PAR.AX,PAR
asx,PAXX.AX,PAXX
asx,PBP.AX,PBP
asx,PBT.AX,PBT
asx,PBX.AX,PBX
asx,PCG.AX,PCG
asx,PCH.AX,PCH
asx,PCK.AX,PCK
asx,PCL.AX,PCL
asx,PDI.AX,PDI
asx,PDL.AX,PDL
asx,PDN.AX,PDN
asx,PDZ.AX,PDZ
asx,PEA.AX,PEA
asx,PEC.AX,PEC
asx,PEK.AX,PEK
asx,PEL.AX,PEL
asx,PEN.AX,PEN
asx,PEX.AX,PEX
asx,PFG.AX,PFG
asx,PFM.AX,PFM
asx,PFP.AX,PFP
asx,PG1.AX,PG1
asx,PGC.AX,PGC
asx,PGF.AX,PGF
asx,PGH.AX,PGH
asx,PGI.AX,PGI
asx,PGL.AX,PGL
asx,PGM.AX,PGM
asx,PGO.AX,PGO
asx,PGR.AX,PGR
asx,PGS.AX,PGS
asx,PGY.AX,PGY
asx,PHI.AX,PHI
asx,PHK.AX,PHK
asx,PIA.AX,PIA
asx,PIC.AX,PIC
asx,PIL.AX,PIL
asx,PIO.AX,PIO
asx,PIQ.AX,PIQ
asx,PIXX.AX,PIXX
asx,PKA.AX,PKA
asx,PKD.AX,PKD
asx,PKO.AX,PKO
asx,PL8.AX,PL8
asx,PLC.AX,PLC
asx,PLG.AX,PLG
asx,PLH.AX,PLH
asx,PLL.AX,PLL
asx,PLS.AX,PLS
asx,PLUS.AX,PLUS
asx,PLX.AX,PLX
asx,PM1.AX,PM1
asx,PMC.AX,PMC
asx,PME.AX,PME
asx,PMP.AX,PMP
asx,PMV.AX,PMV
asx,PMY.AX,PMY
asx,PNC.AX,PNC
asx,PNI.AX,PNI
asx,PNL.AX,PNL
asx,PNN.AX,PNN
asx,PNR.AX,PNR
asx,PNV.AX,PNV
asx,PNW.AX,PNW
asx,PNX.AX,PNX
asx,PO3.AX,PO3
asx,POD.AX,POD
asx,POH.AX,POH
asx,POS.AX,POS
asx,POU.AX,POU
asx,POW.AX,POW
asx,POZ.AX,POZ
asx,PPC.AX,PPC
asx,PPE.AX,PPE
asx,PPG.AX,PPG
asx,PPH.AX,PPH
asx,PPK.AX,PPK
asx,PPL.AX,PPL
asx,PPS.AX,PPS
asx,PPT.AX,PPT
asx,PPY.AX,PPY
asx,PRL.AX,PRL
asx,PRO.AX,PRO
asx,PRT.AX,PRT
asx,PRU.AX,PRU
asx,PRX.AX,PRX
asx,PRY.AX,PRY
asx,PRZ.AX,PRZ
asx,PSA.AX,PSA
asx,PSC.AX,PSC
asx,PSI.AX,PSI
asx,PSM.AX,PSM
asx,PSQ.AX,PSQ
asx,PSY.AX,PSY
asx,PSZ.AX,PSZ
asx,PTB.AX,PTB
asx,PTL.AX,PTL
asx,PTM.AX,PTM
asx,PTR.AX,PTR
asx,PTX.AX,PTX
asx,PUN.AX,PUN
asx,PUR.AX,PUR
asx,PVA.AX,PVA
asx,PVD.AX,PVD
asx,PVE.AX,PVE
asx,PVL.AX,PVL
asx,PWH.AX,PWH
asx,PWN.AX,PWN
asx,PXS.AX,PXS
asx,PXX.AX,PXX
asx,PYC.AX,PYC
asx,PYG.AX,PYG
asx,PZC.AX,PZC
asx,QAG.AX,QAG
asx,QAN.AX,QAN
asx,QAU.AX,QAU
asx,QBE.AX,QBE
asx,QBL.AX,QBL
asx,QCB.AX,QCB
asx,QFN.AX,QFN
asx,QFY.AX,QFY
asx,QHL.AX,QHL
asx,QIP.AX,QIP
asx,QMIX.AX,QMIX
asx,QMN.AX,QMN
asx,QMS.AX,QMS
asx,QOZ.AX,QOZ
asx,QPON.AX,QPON
asx,QRE.AX,QRE
asx,QSS.AX,QSS
asx,QTG.AX,QTG
asx,QTM.AX,QTM
asx,QUAL.AX,QUAL
asx,QUB.AX,QUB
asx,QUE.AX,QUE
asx,QUS.AX,QUS
asx,QVE.AX,QVE
asx,R3D.AX,R3D
asx,RAC.AX,RAC
asx,RAN.AX,RAN
asx,RAP.AX,RAP
asx,RARI.AX,RARI
asx,RAW.AX,RAW
asx,RBD.AX,RBD
asx,RBL.AX,RBL
asx,RBO.AX,RBO
asx,RBR.AX,RBR
asx,RBX.AX,RBX
asx,RCB.AX,RCB
asx,RCE.AX,RCE
asx,RCL.AX,RCL
asx,RCO.AX,RCO
asx,RCP.AX,RCP
asx,RCR.AX,RCR
asx,RCT.AX,RCT
asx,RCW.AX,RCW
asx,RD1.AX,RD1
asx,RDF.AX,RDF
asx,RDG.AX,RDG
asx,RDH.AX,RDH
asx,RDM.AX,RDM
asx,RDN.AX,RDN
asx,RDS.AX,RDS
asx,RDV.AX,RDV
asx,REA.AX,REA
asx,RED.AX,RED
asx,REF.AX,REF
asx,REG.AX,REG
asx,REH.AX,REH
asx,REL.AX,REL
asx,RENT.AX,RENT
asx,RES.AX,RES
asx,REV.AX,REV
asx,REX.AX,REX
asx,REY.AX,REY
asx,REZ.AX,REZ
asx,RFF.AX,RFF
asx,RFG.AX,RFG
asx,RFN.AX,RFN
asx,RFT.AX,RFT
asx,RFX.AX,RFX
asx,RGB.AX,RGB
asx,RGI.AX,RGI
asx,RGL.AX,RGL
asx,RGP.AX,RGP
asx,RGS.AX,RGS
asx,RHC.AX,RHC
asx,RHI.AX,RHI
asx,RHL.AX,RHL
asx,RHP.AX,RHP
asx,RHS.AX,RHS
asx,RHT.AX,RHT
asx,RHY.AX,RHY
asx,RIC.AX,RIC
asx,RIE.AX,RIE
asx,RIM.AX,RIM
asx,RINC.AX,RINC
asx,RIO.AX,RIO
asx,RIR.AX,RIR
asx,RKN.AX,RKN
asx,RLC.AX,RLC
asx,RLE.AX,RLE
asx,RMD.AX,RMD
asx,RMG.AX,RMG
asx,RMI.AX,RMI
asx,RMS.AX,RMS
asx,RMT.AX,RMT
asx,RMX.AX,RMX
asx,RND.AX,RND
asx,RNE.AX,RNE
asx,RNL.AX,RNL
asx,RNO.AX,RNO
asx,RNT.AX,RNT
asx,RNU.AX,RNU
asx,RNX.AX,RNX
asx,RNY.AX,RNY
asx,ROBO.AX,ROBO
asx,ROG.AX,ROG
asx,ROO.AX,ROO
asx,RPG.AX,RPG
asx,RRL.AX,RRL
asx,RRS.AX,RRS
asx,RSG.AX,RSG
asx,RSH.AX,RSH
asx,RSM.AX,RSM
asx,RTE.AX,RTE
asx,RTG.AX,RTG
asx,RTR.AX,RTR
asx,RUB.AX,RUB
asx,RUL.AX,RUL
asx,RVA.AX,RVA
asx,RVL.AX,RVL
asx,RVR.AX,RVR
asx,RVY.AX,RVY
asx,RWC.AX,RWC
asx,RWD.AX,RWD
asx,RXH.AX,RXH
asx,RXL.AX,RXL
asx,RXM.AX,RXM
asx,RXP.AX,RXP
asx,RYD.AX,RYD
asx,S2R.AX,S2R
asx,S32.AX,S32
asx,S3R.AX,S3R
asx,S66.AX,S66
asx,SAN.AX,SAN
asx,SAR.AX,SAR
asx,SAS.AX,SAS
asx,SAU.AX,SAU
asx,SBB.AX,SBB
asx,SBI.AX,SBI
asx,SBM.AX,SBM
asx,SBR.AX,SBR
asx,SBU.AX,SBU
asx,SCG.AX,SCG
asx,SCI.AX,SCI
asx,SCL.AX,SCL
asx,SCO.AX,SCO
asx,SCP.AX,SCP
asx,SCT.AX,SCT
asx,SCU.AX,SCU
asx,SCUN.AX,SCUN
asx,SDA.AX,SDA
asx,SDF.AX,SDF
asx,SDG.AX,SDG
asx,SDI.AX,SDI
asx,SDL.AX,SDL
asx,SDV.AX,SDV
asx,SDX.AX,SDX
asx,SE1.AX,SE1
asx,SEA.AX,SEA
asx,SEC.AX,SEC
asx,SEH.AX,SEH
asx,SEI.AX,SEI
asx,SEK.AX,SEK
asx,SEN.AX,SEN
asx,SEQ.AX,SEQ
asx,SER.AX,SER
asx,SES.AX,SES
asx,SFC.AX,SFC
asx,SFG.AX,SFG
asx,SFH.AX,SFH
asx,SFI.AX,SFI
asx,SFL.AX,SFL
asx,SFM.AX,SFM
asx,SFR.AX,SFR
asx,SFX.AX,SFX
asx,SFY.AX,SFY
asx,SGC.AX,SGC
asx,SGF.AX,SGF
asx,SGH.AX,SGH
asx,SGM.AX,SGM
asx,SGO.AX,SGO
asx,SGP.AX,SGP
asx,SGQ.AX,SGQ
asx,SGR.AX,SGR
asx,SHH.AX,SHH
asx,SHJ.AX,SHJ
asx,SHK.AX,SHK
asx,SHL.AX,SHL
asx,SHM.AX,SHM
asx,SHO.AX,SHO
asx,SHV.AX,SHV
asx,SI6.AX,SI6
asx,SIE.AX,SIE
asx,SIG.AX,SIG
asx,SIH.AX,SIH
asx,SIL.AX,SIL
asx,SIO.AX,SIO
asx,SIQ.AX,SIQ
asx,SIS.AX,SIS
asx,SIT.AX,SIT
asx,SIV.AX,SIV
asx,SIX.AX,SIX
asx,SKC.AX,SKC
asx,SKF.AX,SKF
asx,SKI.AX,SKI
asx,SKN.AX,SKN
asx,SKS.AX,SKS
asx,SKT.AX,SKT
asx,SL1.AX,SL1
asx,SLC.AX,SLC
asx,SLF.AX,SLF
asx,SLK.AX,SLK
asx,SLM.AX,SLM
asx,SLR.AX,SLR
asx,SLX.AX,SLX
asx,SM1.AX,SM1
asx,SM8.AX,SM8
asx,SMA.AX,SMA
asx,SMC.AX,SMC
asx,SMD.AX,SMD
asx,SMG.AX,SMG
asx,SMI.AX,SMI
asx,SMLL.AX,SMLL
asx,SMM.AX,SMM
asx,SMN.AX,SMN
asx,SMP.AX,SMP
asx,SMR.AX,SMR
asx,SNC.AX,SNC
asx,SND.AX,SND
asx,SNL.AX,SNL
asx,SNS.AX,SNS
asx,SNZ.AX,SNZ
asx,SO4.AX,SO4
asx,SOL.AX,SOL
asx,SOM.AX,SOM
asx,SOP.AX,SOP
asx,SOR.AX,SOR
asx,SP3.AX,SP3
asx,SPB.AX,SPB
asx,SPI.AX,SPI
asx,SPK.AX,SPK
asx,SPL.AX,SPL
asx,SPO.AX,SPO
asx,SPQ.AX,SPQ
asx,SPX.AX,SPX
asx,SPY.AX,SPY
asx,SPZ.AX,SPZ
asx,SRG.AX,SRG
asx,SRH.AX,SRH
asx,SRI.AX,SRI
asx,SRK.AX,SRK
asx,SRN.AX,SRN
asx,SRNDA.AX,SRNDA
asx,SRO.AX,SRO
asx,SRS.AX,SRS
asx,SRV.AX,SRV
asx,SRX.AX,SRX
asx,SRY.AX,SRY
asx,SRZ.AX,SRZ
asx,SSG.AX,SSG
asx,SSL.AX,SSL
asx,SSM.AX,SSM
asx,SSN.AX,SSN
asx,SSO.AX,SSO
asx,SST.AX,SST
asx,ST1.AX,ST1
asx,STA.AX,STA
asx,STC.AX,STC
asx,STM.AX,STM
asx,STN.AX,STN
asx,STO.AX,STO
asx,STW.AX,STW
asx,STX.AX,STX
asx,SUD.AX,SUD
asx,SUH.AX,SUH
asx,SUL.AX,SUL
asx,SUM.AX,SUM
asx,SUN.AX,SUN
asx,SUP.AX,SUP
asx,SUR.AX,SUR
asx,SVA.AX,SVA
asx,SVH.AX,SVH
asx,SVL.AX,SVL
asx,SVM.AX,SVM
asx,SVS.AX,SVS
asx,SVT.AX,SVT
asx,SVW.AX,SVW
asx,SVY.AX,SVY
asx,SW1.AX,SW1
asx,SWF.AX,SWF
asx,SWJ.AX,SWJ
asx,SWK.AX,SWK
asx,SWM.AX,SWM
asx,SWTZ.AX,SWTZ
asx,SXA.AX,SXA
asx,SXE.AX,SXE
asx,SXL.AX,SXL
asx,SXX.AX,SXX
asx,SXY.AX,SXY
asx,SYA.AX,SYA
asx,SYD.AX,SYD
asx,SYI.AX,SYI
asx,SYR.AX,SYR
asx,SYS.AX,SYS
asx,SYT.AX,SYT
asx,T3D.AX,T3D
asx,TAG.AX,TAG
asx,TAH.AX,TAH
asx,TAM.AX,TAM
asx,TAO.AX,TAO
asx,TAP.AX,TAP
asx,TAR.AX,TAR
asx,TAS.AX,TAS
asx,TAU.AX,TAU
asx,TAW.AX,TAW
asx,TB8.AX,TB8
asx,TBH.AX,TBH
asx,TBR.AX,TBR
asx,TCL.AX,TCL
asx,TCN.AX,TCN
asx,TCO.AX,TCO
asx,TDL.AX,TDL
asx,TDO.AX,TDO
asx,TECH.AX,TECH
asx,TEG.AX,TEG
asx,TEK.AX,TEK
asx,TER.AX,TER
asx,TFG.AX,TFG
asx,TFL.AX,TFL
asx,TGA.AX,TGA
asx,TGG.AX,TGG
asx,TGH.AX,TGH
asx,TGN.AX,TGN
asx,TGO.AX,TGO
asx,TGP.AX,TGP
asx,TGR.AX,TGR
asx,THC.AX,THC
asx,THD.AX,THD
asx,THR.AX,THR
asx,THX.AX,THX
asx,TIA.AX,TIA
asx,TIE.AX,TIE
asx,TIG.AX,TIG
asx,TIL.AX,TIL
asx,TIN.AX,TIN
asx,TKF.AX,TKF
asx,TKL.AX,TKL
asx,TKM.AX,TKM
asx,TLG.AX,TLG
asx,TLM.AX,TLM
asx,TLS.AX,TLS
asx,TLT.AX,TLT
asx,TLX.AX,TLX
asx,TME.AX,TME
asx,TMK.AX,TMK
asx,TML.AX,TML
asx,TMP.AX,TMP
asx,TMT.AX,TMT
asx,TMX.AX,TMX
asx,TMZ.AX,TMZ
asx,TNE.AX,TNE
asx,TNG.AX,TNG
asx,TNK.AX,TNK
asx,TNO.AX,TNO
asx,TNODA.AX,TNODA
asx,TNP.AX,TNP
asx,TNR.AX,TNR
asx,TNT.AX,TNT
asx,TNY.AX,TNY
