RIC,Market,TimestampUTC,Headline
gold,gold,2017-11-14 12:05:00,BRIEF-Avino Silver and Gold Mines says ‍Bralorne gold mine got approved permit amendment to mines act permit
gold,gold,2017-11-14 12:07:00,BRIEF-Primero Q3 adjusted earnings per share $0.01
gold,gold,2017-11-13 16:24:00,UPDATE 2-South Africa's rand at one-year low on Treasury woes; stocks up
gold,gold,2017-11-13 22:26:00,BRIEF-Leagold Mining Corp qtrly adjusted earnings per share ‍$0.03​
gold,gold,2017-11-13 20:56:00,UPDATE 1-Ghana opens talks with Exxon on deepwater drilling contract
gold,gold,2017-11-13 07:15:00,BRIEF-Caledonia Mining reports Q3 earnings per share of $‍0.29​
gold,gold,2017-11-13 07:45:00,UPDATE 1-UK Stocks-Factors to watch on Nov 13
gold,gold,2017-11-13 09:43:00,UPDATE 1-Harmony Gold's Kusasalethu mine in South Africa hit by wildcat strike
gold,gold,2017-11-13 12:00:00,BRIEF-Chifeng Jilong Gold Mining unit receives rewards of 16.2 mln yuan
gold,gold,2017-11-13 12:07:00,BRIEF-Avesoro Resources reports qtrly ‍revenues of US$25.5 mln
gold,gold,2017-11-13 13:06:00,BRIEF-Angkor reports termination of earn-in agreement with Blue River Resources
gold,gold,2017-11-13 13:18:00,BRIEF-Gold Brands Investments sees HY ‍headline loss between 2.10 and 2.50 cents per share
gold,gold,2017-11-10 22:52:00,BRIEF-Liberty Gold Corp qtrly ‍loss per share $0.02​
gold,gold,2017-11-10 23:31:00,BRIEF-Anfield Gold announces default of Cunico and enters agreement with International Nickel Supply SA​
gold,gold,2017-11-10 17:45:00,UPDATE 2-Russia to amend law to classify U.S. media 'foreign agents'
gold,gold,2017-11-10 08:16:00,REFILE-BRIEF-Eastern Gold Jade plans unit and subsidiary
gold,gold,2017-11-13 23:35:00,BRIEF-Gran Colombia Gold Q3 adjusted earnings per share $0.19
gold,gold,2017-11-10 08:20:00,UPDATE 1-Figure skating-Injured Olympic champion Hanyu drops out of NHK Trophy
gold,gold,2017-11-09 21:48:00,BRIEF-Klondex posts Q3 loss of $0.08 per share
gold,gold,2017-11-09 22:07:00,BRIEF-Wesdome posts Q3 adj. net income per share $0.02​
gold,gold,2017-11-11 01:42:00,CORRECTED-BRIEF-Pretium qtrly loss per share $0.04
gold,gold,2017-11-09 23:17:00,BRIEF-Tmac qtrly loss per share $0.13
gold,gold,2017-11-10 07:56:00,UPDATE 2-UK Stocks-Factors to watch on Nov 10
gold,gold,2017-11-14 12:22:00,BRIEF-Primero announces sale of cerro del gallo project
gold,gold,2017-11-14 14:42:00,BRIEF-China Gold International reports 10 pct fall in Q3 revenue
gold,gold,2017-11-15 07:41:00,BRIEF-Imperial Metals reports Q3 loss per share of C$0.02
gold,gold,2016-07-21 15:14:00,"BRIEF-Newmont to consider mine extensions, exploration, dividend"
gold,gold,2016-07-22 06:36:00,UPDATE 1-UK Stocks-Factors to watch on July 22
gold,gold,2017-11-09 19:59:00,BRIEF-Shore Gold announces Q3 earnings per share C$0.00
gold,gold,2017-11-09 21:37:00,BRIEF-Kingold Jewelry posts Q3 earnings per share $0.44
gold,gold,2017-11-09 18:18:00,UPDATE 2-Olympics-Four Russian cross-country skiers get life bans for doping
gold,gold,2017-11-15 12:13:00,BRIEF-Royal Nickel Corp reports Q3 loss per share c$0.04
gold,gold,2017-11-09 22:28:00,BRIEF-Seabridge Gold ‍during three month period ended Sept 30
gold,gold,2017-11-09 13:09:00,BRIEF-Alio Gold qtrly basic ‍net earnings per share $0.12​
gold,gold,2017-11-09 13:19:00,"BRIEF-Inca One Gold announces 124 pct increase in gold production in Aug, Sept and Oct"
gold,gold,2017-11-09 13:04:00,UPDATE 2-Armed separatists occupy villages near Freeport's Indonesia mine
gold,gold,2017-11-09 14:50:00,UPDATE 1-Eldorado to freeze investments in Greece's Skouries project
gold,gold,2017-11-09 11:18:00,BRIEF-Torex Q3 net loss totalled $0.02 per share​
gold,gold,2017-11-09 12:13:00,BRIEF-Eldorado Gold provides an update on Greek investments
gold,gold,2017-11-09 12:15:00,"BRIEF-Osisko acquires gold stream on Aquila's Back Forty project in Michigan, U.S."
gold,gold,2017-11-09 21:34:00,UPDATE 1-Asia Morning Call-Global Markets
gold,gold,2017-11-09 15:50:00,BRIEF-Lumina Gold upsizes private placement to C$20 million
gold,gold,2017-11-08 20:36:00,BRIEF-Lumina Gold announces C$15 million private placement
gold,gold,2017-11-08 21:47:00,UPDATE 1-Asia Morning Call-Global Markets
gold,gold,2017-11-08 22:07:00,BRIEF-Kinross reports Q3 earnings per share $0.05
gold,gold,2017-11-08 22:43:00,BRIEF-Pan American Silver Corp Q3 basic adjusted earnings per share $0.15‍​
gold,gold,2017-11-08 22:43:00,BRIEF-Mandalay Resources posts Q3 loss of $0.02 per share
gold,gold,2017-11-09 00:15:00,BRIEF-Avino reports Q3 2017 financial results
gold,gold,2017-11-08 12:00:00,BRIEF-Richmont mines Q3 qtrly ‍net earnings of $0.08 (US$0.06) per share​
gold,gold,2017-11-09 13:02:00,BRIEF-Mammoth Resources announces private placement financing to fund diamond drilling in Mexico
gold,gold,2017-11-08 13:25:00,BRIEF-Osisko Gold Royalties reports Q3 adjusted earnings per share c$0.06
gold,gold,2017-11-08 14:19:00,BRIEF-Nicola Mining enters into gold profit share agreement with AMA Gold Exploration
gold,gold,2017-11-08 14:30:00,BRIEF-Semafo reports Q3 adjusted earnings of $0.03/shr
gold,gold,2017-11-08 14:39:00,BRIEF-Ashanti Gold re-prices placement
gold,gold,2017-11-08 02:02:00,BRIEF-Premier Gold reports Q3 earnings per share C$0.02
gold,gold,2017-11-08 03:22:00,CORRECTED-UPDATE 1-China's Oct FX reserves rise slightly in ninth month of gains
gold,gold,2016-07-11 06:48:00,UPDATE 2-UK Stocks-Factors to watch on July 11
gold,gold,2017-11-08 06:46:00,BRIEF-B2gold reports Q3 earnings per share $0.01
gold,gold,2017-11-08 07:56:00,UPDATE 1-UK Stocks-Factors to watch on Nov 8
gold,gold,2017-11-08 13:11:00,BRIEF-McEwen Mining receives key permit for gold bar project
gold,gold,2016-07-13 06:42:00,UPDATE 1-UK Stocks-Factors to watch on July 13
gold,gold,2016-07-13 07:10:00,CORRECTED-UPDATE 1-Oil drops as investors lock in gains; surprise U.S. stockpile build
gold,gold,2016-07-14 06:46:00,UPDATE 1-UK Stocks-Factors to watch on July 14
gold,gold,2017-11-09 12:18:00,"BRIEF-Torex reports Q3 gold production totalled 67,337 ounces"
gold,gold,2017-11-09 12:41:00,BRIEF-Aquila Resources announces $10 mln equity financing
gold,gold,2017-11-08 00:53:00,BRIEF-Dundee precious metals announces 2017 third quarter results and updated 2017 guidance
gold,gold,2017-11-07 22:05:00,UPDATE 1-Asia Morning Call-Global Markets
gold,gold,2017-11-07 22:08:00,BRIEF-IAMGOLD Q3 revenue $268.8 million
gold,gold,2017-11-08 04:10:00,BRIEF-Gold Finder enters into binding agreement to acquire Venzee
gold,gold,2017-11-07 22:39:00,BRIEF-Lundin Gold qtrly loss per share $0.13​
gold,gold,2017-11-07 22:40:00,"BRIEF-Lundin Gold qtrly basic, diluted loss per share $0.13‍​"
gold,gold,2017-11-07 18:50:00,UPDATE 1-U.S. exchange operators believe in cryptocurrencies: Cboe
gold,gold,2017-11-07 16:46:00,BRIEF-Torex Gold evacuates ELG mine site after group threatens staff
gold,gold,2016-07-08 06:39:00,UPDATE 1-UK Stocks-Factors to watch on July 8
gold,gold,2017-11-07 11:17:00,BRIEF-Jaguar Mining qtrly loss per share $‍0.02​
gold,gold,2017-11-07 07:40:00,UPDATE 1-UK Stocks-Factors to watch on Nov 7
gold,gold,2017-11-09 08:00:00,UPDATE 1-UK Stocks-Factors to watch on Nov 9
gold,gold,2016-07-05 20:16:00,BRIEF-Royal Gold supports Centerra Gold-Thompson Creek transaction
gold,gold,2016-07-05 22:11:00,UPDATE 3-Centerra Gold to buy Thompson Creek Metals for $1.1 bln including debt
gold,gold,2016-07-04 06:30:00,UPDATE 1-UK Stocks-Factors to watch on July 4
gold,gold,2016-07-05 06:33:00,UPDATE 1-UK Stocks-Factors to watch on July 5
gold,gold,2017-11-06 19:41:00,BRIEF-International Tower Hill Mines reports qtrly loss per share of $0.01‍​
gold,gold,2017-11-07 15:04:00,UPDATE 1-Athletics-Kenya's Sumgong banned for four years for doping offence
gold,gold,2017-11-06 21:36:00,UPDATE 1-Asia Morning Call-Global Markets
gold,gold,2017-11-06 23:43:00,BRIEF-Tahoe Resources qtrly‍ adjusted loss per share $0.02
gold,gold,2017-11-06 15:48:00,UPDATE 1-South African stocks close higher; Lonmin in focus
gold,gold,2017-11-06 13:51:00,"UPDATE 2-Congo mining output rises, central bank warns of inflation risk"
gold,gold,2017-11-06 10:46:00,BRIEF-Copper Mountain Mining reports Q3 EPS $0.15 per share​
gold,gold,2017-11-06 11:05:00,"BRIEF-Torex Gold Resources says group of about 20 local unionized workers ""blockaded main gate to ELG mine"""
gold,gold,2017-11-06 11:36:00,BRIEF-Orca Gold receives ministerial approval for acquisition of Kinross Cote D'Ivoire property portfolio
gold,gold,2017-11-06 12:07:00,BRIEF-Franco-Nevada reports Q3 adjusted earnings per share $0.30
gold,gold,2017-11-06 12:12:00,"BRIEF-Alamos Gold says Institutional Shareholder Services & Glass, Lewis & Co recommended Alamos, Richmont shareholders vote for co's acquisition of Richmont"
gold,gold,2017-11-06 07:46:00,UPDATE 1-UK Stocks-Factors to watch on Nov 6
gold,gold,2017-11-06 12:42:00,BRIEF-Richmont Mines says ISS and Glass Lewis recommended that both Alamos and Richmont shareholders vote for plan of arrangement​
gold,gold,2017-11-05 14:28:00,"UPDATE 2-Renegade colonel surrenders in eastern Congo after clashes, 7 dead"
gold,gold,2017-11-03 22:11:00,BRIEF-Western Uranium Corp ‍terminates binding letter of intent to purchase Graysill Property
gold,gold,2017-11-03 23:48:00,UPDATE 1-U.S. says Turkish gold trader facing Iran trial invoked Erdogan ties
gold,gold,2017-11-03 12:55:00,Friday Morning Briefing
gold,gold,2017-11-03 12:28:00,BRIEF-Osisko closes $300 mln financing of debentures
gold,gold,2017-11-03 11:22:00,BRIEF-Asanko Gold reports Q3 earnings per share of $0.02	‍​
gold,gold,2016-07-01 06:53:00,UPDATE 2-UK Stocks-Factors to watch on July 1
gold,gold,2016-07-01 07:15:00,UPDATE 5-Indonesian group to buy 82.2 pct of copper-gold miner for $2.6 bln
gold,gold,2017-11-03 07:47:00,UPDATE 1-UK Stocks-Factors to watch on Nov 3
gold,gold,2017-11-07 08:06:00,BRIEF-Hecla Mining reports Q3 sales $140.8 mln
gold,gold,2017-11-02 11:21:00,BRIEF-Endeavour Silver Corp Q3 earnings per share ‍$0.01​
gold,gold,2017-11-02 14:11:00,UPDATE 1-Kyrgyzstan government shuts Kaz Minerals mine for 3 months
gold,gold,2016-06-24 23:10:00,BRIEF-CME raises initial margins for COMEX 100 gold futures by 22 pct
gold,gold,2017-11-02 17:35:00,UPDATE 2-Top Acacia Mining bosses quit in midst of Tanzania dispute
gold,gold,2017-11-02 21:50:00,BRIEF-Argonaut Gold announces third quarter financial results
gold,gold,2017-11-02 11:12:00,BRIEF-Teranga Gold reports Q3 ‍earnings per share of $0.10​
gold,gold,2016-06-22 22:17:00,UPDATE 1-Weightlifting-Russia faces another Rio ban over dope tests
gold,gold,2017-11-01 16:40:00,UPDATE 2-Olympics-Two Russian skiers get life bans over Sochi Games doping
gold,gold,2016-06-22 06:30:00,UPDATE 1-UK Stocks-Factors to watch on June 22
gold,gold,2017-11-01 15:40:00,BRIEF-JUBILEE GOLD EXPLORATION NAMES SONIA AGUSTINA AS CFO
gold,gold,2016-06-21 04:24:00,"UPDATE 1-Morning News Call - India, June 21"
gold,gold,2017-10-31 20:40:00,BRIEF-Gold Resource reports Q3 earnings per share $0.08
gold,gold,2017-10-31 07:27:00,UPDATE 1-Swiss National Bank reports record Q3 profit as franc weakens
gold,gold,2017-10-31 11:17:00,BRIEF-BGM intersects 35.20 g/t au over 4.00 metres at Shaft Zone
gold,gold,2017-10-31 11:22:00,BRIEF-Avesoro Resources to acquire Youga Gold Mine and Balogo Gold Mine
gold,gold,2017-10-31 00:26:00,BRIEF-Great Panther Silver reports quarterly earnings of $0.0 per share
gold,gold,2017-10-31 06:18:00,BRIEF-Nissin Sugar to acquire 80 pct stake in Gifu-based gold leaf firm
gold,gold,2017-10-31 21:08:00,BRIEF-Brio Gold reports Q3 ‍loss per share $0.09​
gold,gold,2017-10-31 22:08:00,BRIEF-Centerra Gold reports qtrly ‍adj earnings per share $0.18​
gold,gold,2017-11-01 10:51:00,"BRIEF-Superior Gold says ‍on track to meet its annual production guidance of about 75,000 - 80,000 ounces of gold for 2017​"
gold,gold,2017-11-01 07:36:00,"UPDATE 1-S.Africa's Sibanye confirms over 2,000 layoffs at gold mines"
gold,gold,2017-11-01 13:50:00,BRIEF-ARENA MINERALS EXERCISES ATACAMA OPTION AGREEMENT WITH SOCIEDAD QUIMICA
gold,gold,2017-10-31 11:57:00,BRIEF-Alacer gold announces Q3 earnings per share $0.10
gold,gold,2017-11-01 21:37:00,BRIEF-Golden Star Resources qtrly revenue $87.8 million
gold,gold,2017-11-01 22:03:00,BRIEF-Royal Gold Inc reports Q1 earnings per share $0.44
gold,gold,2017-11-01 22:06:00,BRIEF-Sage Gold announces appointment of new CFO
gold,gold,2017-11-01 23:56:00,BRIEF-Sandstorm Gold reports Q3 revenue $17.9 mln
gold,gold,2017-10-30 13:37:00,BRIEF-Starcore International announces senior management changes at a plant in Mexico
gold,gold,2017-10-30 12:56:00,BRIEF-Rye Patch Gold renegotiates terms for its mines
gold,gold,2017-10-27 01:29:00,UPDATE 2-Brazil's Nexa Resources prices IPO at $16 per share
gold,gold,2017-10-27 06:48:00,UPDATE 1-UK Stocks-Factors to watch on Oct 27
gold,gold,2017-10-27 06:11:00,UPDATE 1-Late Thai king's remains returned to palace after night of tears
gold,gold,2017-10-26 20:22:00,BRIEF-Lumina Gold announces LOI for earn-in agreement on Ecuador properties
gold,gold,2017-10-26 20:58:00,BRIEF-Yamana Gold posts Q3 earnings per share $0.05‍​
gold,gold,2017-10-26 21:19:00,BRIEF-First Quantum Minerals reports Q3 loss $0.04/shr
gold,gold,2017-10-26 21:51:00,BRIEF-Eldorado Gold reports Q3 loss $0.01/shr
gold,gold,2017-10-27 01:10:00,RPT-UPDATE 1-Brazil's Nexa Resources prices IPO at $16/share -sources
gold,gold,2017-10-30 07:41:00,UPDATE 1-UK Stocks-Factors to watch on Oct 30
gold,gold,2016-06-14 04:42:00,UPDATE 1-Hong Kong exchange aims to launch gold contract in Sept
gold,gold,2016-06-23 23:18:00,UPDATE 1-Olympics-Lebron withdraws from Rio consideration - report
gold,gold,2016-06-13 08:12:00,REFILE-UPDATE 1-Commodity broker Marex Spectron targets growth away from LME after fee hikes
gold,gold,2016-06-11 05:02:00,UPDATE 2-Olympics-Thunder guard Westbrook says no to U.S. team
gold,gold,2017-10-26 15:08:00,UPDATE 1-Small mining companies shun London market after IPO flops
gold,gold,2017-10-26 10:39:00,UPDATE 1-China's net gold imports via Hong Kong slip 8.5 pct in September
gold,gold,2017-10-26 11:19:00,BRIEF-Newmont Mining Q3 adjusted earnings per share $0.35
gold,gold,2017-10-26 11:46:00,BRIEF-First Mining Finance gives update on permitting activities for Springpole
gold,gold,2017-10-25 22:33:00,BRIEF-Coeur Mining reports Q3 loss per share $0.09
gold,gold,2017-10-25 22:34:00,BRIEF-New Gold Q3 EPS $0.05
gold,gold,2017-10-25 23:40:00,BRIEF-Vista Gold Corp reports Q3 loss per share $0.03
gold,gold,2017-10-25 21:07:00,BRIEF-Agnico Eagle reports Q3 earnings per share $0.31
gold,gold,2017-10-25 22:34:00,UPDATE 1-Goldcorp 3rd-qtr profit soars 88 pct on income tax gain
gold,gold,2017-10-25 21:21:00,BRIEF-Barrick Gold reports Q3 loss per share $0.01
gold,gold,2017-10-25 21:46:00,BRIEF-Detour Gold reports Q3 adjusted earnings per share $0.21
gold,gold,2017-10-25 21:47:00,BRIEF-Banro announces Q3 2017 production results and gold delivery deferrals
gold,gold,2017-10-25 21:50:00,BRIEF-Goldcorp reports Q3 earnings per share $0.13
gold,gold,2017-10-25 22:22:00,UPDATE 1-Asia Morning Call-Global Markets
gold,gold,2017-10-25 22:48:00,"UPDATE 1-Australia's Newcrest Q1 gold output falls, quake-hit mine eyed"
gold,gold,2017-10-25 21:24:00,"BRIEF-Galane Gold ‍produces 9,535 ounces of gold in Q3​"
gold,gold,2017-10-25 19:01:00,"BRIEF-Trek Mining, NewCastle Gold and Anfield Gold combines to create Equinox Gold"
gold,gold,2017-10-25 12:50:00,RPT-UPDATE 1-Thailand kicks off sumptuous funeral of King Bhumibol Adulyadej
gold,gold,2017-10-25 15:40:00,"UPDATE 1-Fats Domino, rock 'n' roll pioneer, dead at 89"
gold,gold,2017-10-25 11:05:00,"BRIEF-Dynacor produces 20,521 oz of gold in Q3-2017"
gold,gold,2017-10-25 12:09:00,BRIEF-Gowest Gold Ltd says ‍intends to conduct a private placement of flow-through shares
gold,gold,2017-10-24 21:47:00,"BRIEF-Brio Gold sees production of 42,913 ounces of gold in Q3"
gold,gold,2017-10-24 21:53:00,BRIEF-Brio Gold secures US$22 mln Brazilian bank financing
gold,gold,2017-10-24 21:54:00,"BRIEF-Brio Gold preliminary q3 ‍production of 42,913 ounces of gold at average cash cost of $876 per ounce​"
gold,gold,2016-05-27 13:24:00,BRIEF-Luna Gold announces Greenfields exploration agreement with AngloGold Ashanti
gold,gold,2017-10-24 12:13:00,BRIEF-Hunt mining provides Q3 2017 production update
gold,gold,2017-10-24 10:49:00,UPDATE 2-Philippines environment minister hopeful for end to open-pit mining ban
gold,gold,2017-10-24 10:18:00,BRIEF-Vista Gold & units entered into deal to option interest in gold & silver project
gold,gold,2016-05-23 22:39:00,"UPDATE 1-New Mexico sues EPA, mine owners over massive gold mine waste spill"
gold,gold,2017-10-24 12:39:00,BRIEF-Mineral Mountain announces non-brokered private placement of up to $3 mln
gold,gold,2017-10-24 13:47:00,BRIEF-Egan-Jones recommends ADP shareholders to vote for all three of Pershing Square’s nominees
gold,gold,2017-10-25 03:02:00,"BRIEF-Newcastle Gold names Marc Leduc as CEO, interim president"
gold,gold,2017-10-25 12:40:00,BRIEF-Freeport-McMoRan reports Q3 earnings per share $0.19
gold,gold,2017-10-25 12:47:00,BRIEF-San Angelo Oil announces approval of business combination by shareholders of Cabral Gold
gold,gold,2017-10-25 12:45:00,UPDATE 1-Thailand kicks off sumptuous funeral of King Bhumibol Adulyadej
gold,gold,2016-05-31 15:56:00,"UPDATE 1-South Africa's rand recovers, helped by higher commodity prices"
gold,gold,2016-05-31 22:53:00,BRIEF-Pacific Iron Ore announces update on Ontario Gold Properties sale
gold,gold,2017-10-25 18:00:00,UPDATE 3-Freeport CEO sees some progress in mine deal talks with Indonesia
gold,gold,2016-06-01 07:57:00,UPDATE 1-Australian streaming music player Guvera plans $58 mln IPO
gold,gold,2017-10-23 21:26:00,BRIEF-Argonaut Gold announces commercial production at San Agustin
gold,gold,2017-10-23 20:16:00,BRIEF-Gamco Natural Resources announces offering 5.2 pct series A shares
gold,gold,2017-10-23 20:37:00,BRIEF-Cardinal announces C$12m million bought deal
gold,gold,2017-10-23 11:01:00,BRIEF-Eldorado gold provides an update on Kisladag operations
gold,gold,2016-05-20 06:33:00,UPDATE 1-UK Stocks-Factors to watch on May 20
gold,gold,2016-05-19 06:34:00,UPDATE 1-UK Stocks-Factors to watch on May 19
gold,gold,2017-10-21 19:23:00,UPDATE 2-Turkey bank regulator dismisses 'rumours' after Iran sanctions report
gold,gold,2017-10-20 13:26:00,UPDATE 1-CANADA STOCKS-TSX futures slightly higher after inflation data
gold,gold,2017-10-20 13:17:00,BRIEF-U.S. Gold Corp ‍sold its subsidiary Dataram Memory Corp​
gold,gold,2017-10-20 19:41:00,"UPDATE 2-Figure skating-Chen, Medvedeva lead in grand prix opener"
gold,gold,2017-10-20 05:10:00,BRIEF-Shenyang Cuihua Gold and Silver Jewelry sees FY 2017 net profit to decrease by 14.1 pct to increase by 18.5 pct
gold,gold,2017-10-19 16:11:00,"UPDATE 1-British stocks fall as profit warnings bruise IWG, Interserve"
gold,gold,2017-10-19 18:46:00,UPDATE 3-Barrick strikes deal with Tanzania to settle tax dispute
gold,gold,2017-10-19 04:46:00,BRIEF-Chifeng Jilong Gold Mining says payment date of interim div for FY 2017
gold,gold,2017-10-19 11:35:00,BRIEF-Alio Gold receives c$3.5 mln from warrant exercise
gold,gold,2017-10-19 14:10:00,UPDATE 2-Anglogold Ashanti to raise $307 mln with South African mine sales
gold,gold,2017-10-19 12:11:00,BRIEF-Asanko Gold announces Q3 2017 production results
gold,gold,2017-10-18 14:48:00,BRIEF-Pierre Lepine appointed as new chairman of Dynacor
gold,gold,2017-10-18 06:49:00,UPDATE 1-UK Stocks-Factors to watch on Oct 18
gold,gold,2017-10-17 11:07:00,BRIEF-FIRST MAJESTIC PRODUCES 4.0 MLN SILVER EQV. OZ IN THIRD QUARTER
gold,gold,2017-10-17 11:11:00,UPDATE 1-MCX launches India's first gold options contract
gold,gold,2017-10-18 21:03:00,"BRIEF-McEwen Mining reports Q3 2017 ‍consolidated gold ounces production of 19,051 ounces"
gold,gold,2017-10-17 20:22:00,BRIEF-Ashanti Gold exercises option agreement with Kinross subsidiary
gold,gold,2016-05-04 06:39:00,UPDATE 1-UK Stocks-Factors to watch on May 4
gold,gold,2016-05-10 12:40:00,BRIEF-Aureus says New Liberty temporarily suspending gold plant operations
gold,gold,2016-04-28 16:34:00,BRIEF-Centerra Gold reports search of Kumtor Gold Co's Bishkek office
gold,gold,2017-10-17 16:10:00,BRIEF-OSISKO INCREASES ANNOUNCED BOUGHT DEAL OF CONVERTIBLE SENIOR UNSECURED DEBENTURES TO C$284 MLN
gold,gold,2017-10-17 01:43:00,BRIEF-Zhongrun Resources Investment to swing to loss in Q1~Q3 FY 2017
gold,gold,2017-10-16 21:08:00,"BRIEF-Turquoise Hill Resources says Oyu Tolgoi to produce 130,000-160,000 tonnes of copper in concentrates for 2017​"
gold,gold,2017-10-16 21:23:00,"CORRECTED-UPDATE 5-Colony Capital injects cash, in talks to buy Weinstein Co"
gold,gold,2017-10-16 21:06:00,BRIEF-Osisko announces C$260 mln bought deal of convertible senior unsecured debentures
gold,gold,2017-10-16 12:18:00,BRIEF-Avino announces Q3 2017 production results
gold,gold,2017-10-16 12:27:00,"BRIEF-Gold Resource Corp preliminary Q3 gold production 6,465 oz"
gold,gold,2017-10-16 13:38:00,"BRIEF-Golden Queen Q3 preliminary production of gold 12,275 ounces & silver 48,631 ounces​"
gold,gold,2017-10-16 10:17:00,BRIEF-TMAC Resources provides third quarter operations update
gold,gold,2017-10-16 10:16:00,BRIEF-Premier Gold Mines reports third quarter production results
gold,gold,2017-10-16 06:57:00,UPDATE 2-UK Stocks-Factors to watch on Oct 16
gold,gold,2017-10-15 01:50:00,UPDATE 4-Harvey Weinstein expelled from Academy of Motion Pictures
gold,gold,2017-10-13 11:26:00,BRIEF-Anaconda Mining Q1 2018 loss per share C$0.00
gold,gold,2017-10-13 13:36:00,BRIEF-Gold Reserve provides October Venezuela update
gold,gold,2017-10-13 13:53:00,"BRIEF-MAYA GOLD & SILVER SAYS ZGOUNDER SILVER MINE PRODUCES 46,331 OUNCES AG DURING SEPTEMBER"
gold,gold,2017-10-16 13:03:00,BRIEF-Rye Patch Gold ‍outlines 3-year program to expand oxide resource
gold,gold,2017-10-13 13:16:00,BRIEF-MX Gold signs LOI to acquire cryptocurrency/blockchain mining company
gold,gold,2017-10-13 10:25:00,BRIEF-B2Gold reports third quarter 2017 gold production
gold,gold,2016-04-13 22:43:00,UPDATE 1-CME to close New York trading floor in computers' victory
gold,gold,2016-04-15 06:17:00,UPDATE 1-UK Stocks-Factors to watch on April 15
gold,gold,2016-04-18 06:34:00,UPDATE 1-UK Stocks-Factors to watch on April 18
gold,gold,2017-10-12 20:37:00,BRIEF-Wesdome reports Q3 revenue C$21 million
gold,gold,2017-10-12 23:21:00,BRIEF-WestKam says Dana Dziurzynski to succeed Wayrynen as CEO effective Oct 11​
gold,gold,2017-10-12 15:42:00,UPDATE 2- Barrick Gold sees drop in production as Tanzanian troubles drag
gold,gold,2017-10-12 11:54:00,BRIEF-Dynacor and PX PRECINOX form strategic alliance
gold,gold,2017-10-12 12:04:00,UPDATE 1-Canada's Barrick Gold reports drop in Q3 gold production
gold,gold,2017-10-12 18:22:00,UPDATE 1-Ex-Chemours employee accused by U.S. of trade secrets theft scheme
gold,gold,2017-10-12 12:25:00,"BRIEF-Macarthur Minerals acquires new tenement adjacent to emerging conglomerate gold areas in Pilbara, Western Australia"
gold,gold,2017-10-12 13:35:00,BRIEF-Pure Gold announces C$12 million bought deal private placement of flow-through shares and common shares
gold,gold,2017-10-12 13:40:00,BRIEF-Osisko Metals announces royalty financing of $5 million with Osisko Gold Royalties
gold,gold,2017-10-12 10:13:00,"BRIEF-ALAMOS GOLD Q3 GOLD PRODUCTION OF 107,000 OUNCES"
gold,gold,2017-10-12 10:48:00,UPDATE 1-Protests halt Pan African Resources gold project in South Africa
gold,gold,2017-10-12 10:58:00,BRIEF-Richmont Mines reports Q3 production
gold,gold,2016-04-11 19:29:00,"UPDATE 11-Oil hits four-month high on commodities rally, Doha meeting hopes"
gold,gold,2017-10-12 11:53:00,BRIEF-Barrick reports preliminary third quarter production results
gold,gold,2017-10-12 13:53:00,"BRIEF-Great Panther Silver Q3 gold production increased 8% to 5,848 gold ounces​"
gold,gold,2016-04-11 06:36:00,UPDATE 1-UK Stocks-Factors to watch on April 11
gold,gold,2016-04-07 08:46:00,UPDATE 1-China's foreign reserves post surprise rise in March
gold,gold,2016-04-07 14:59:00,UPDATE 2-Doping-WADA gives Kenya another month's grace
gold,gold,2016-04-19 06:56:00,UPDATE 1-UK Stocks-Factors to watch on April 19
gold,gold,2017-10-12 10:37:00,BRIEF-HECLA MINING SEES Q3 SILVER PRODUCTION OF 3.3 MLN OUNCES
gold,gold,2017-10-12 08:27:00,UPDATE 1-Acacia's gold production hit by Tanzania's export ban
gold,gold,2017-10-12 09:15:00,BRIEF-Sinocare unit passes FDA approval
gold,gold,2017-10-11 20:42:00,"BRIEF-Dundee Precious Metals sees 2017 consolidated gold production 173,000 ounces - 187,000 ounces​"
gold,gold,2017-10-11 21:17:00,"BRIEF-Roxgold posts Q3 gold production of ‍28,410 ounces at Yaramoko Gold Project"
gold,gold,2017-10-11 21:31:00,"BRIEF-Gran Colombia reports gold production of 16,664 ounces for September​"
gold,gold,2017-10-11 22:20:00,BRIEF-Marcato Capital Management urges Deckers Outdoor Corp ‍shareholders
gold,gold,2017-10-11 22:28:00,"BRIEF-Kirkland Lake Gold says Q3 ‍gold production rose 4 pct to 139,100 ounces"
gold,gold,2017-10-11 20:04:00,BRIEF-Ashanti Gold arranges non-brokered private placement
gold,gold,2017-10-11 13:29:00,"BRIEF-Rye Patch Q3 ‍gold production up 13 pct to 7,982 ounces at Florida Canyon mine​"
gold,gold,2017-10-11 09:19:00,BRIEF-B2gold reports ‍first gold pour at its Fekola gold mine in Mali
gold,gold,2017-10-11 11:45:00,BRIEF-Avesoro resources - New Liberty updated mineral resource & reserve estimate
gold,gold,2017-10-11 11:50:00,"BRIEF-Pretium Resources - ‍Brucejack Mine produced 82,203 ounces of gold in Q3​"
gold,gold,2017-10-11 12:16:00,BRIEF-COPPER MOUNTAIN MINING Q3 COPPER PRODUCTION OF 20.9 MLN POUNDS
gold,gold,2017-10-10 20:41:00,BRIEF-Mandalay Resources Corp posts production and sales results for Q3 2017
gold,gold,2017-10-11 00:46:00,BRIEF-Gold Tat Group International announces ‍sale and purchase of shares in co​
