mkt,ric,ric_or_isin
lse,IRLABAst.TRE,SE0009242225
lse,IROBde.TRE,DE000A12GJD2
lse,IRONI.L,GB0030426455
lse,IRRASst.TRE,SE0008321202
lse,IRR.L,AU0000XINEX3
lse,IRSA.L,IE00B52XQP83
lse,IRU4tg.TRE,US4642887602
lse,IRUCd.TRE,US4642878460
lse,IRV.L,GB0001528156
lse,IS07de.TRE,IE00BYXPXK00
lse,IS15.L,IE00B5L65R35
lse,ISACI.L,IE00B6R52259
lse,ISAGES.L,IE00BYZK4669
lse,ISAG.L,IE00B6R52143
lse,ISA.L,GB00B09LSH68
lse,ISATl.TRE,GB00B09LSH68
lse,ISDE.L,IE00B27YCP72
lse,ISDU.L,IE00B296QM64
lse,ISDW.L,IE00B27YCN58
lse,ISEMCR.L,IE00B6TLBW47
lse,ISEMMV.L,IE00B8KGV557
lse,ISEMV.L,IE00B8KGV557
lse,ISEQ.L,IE00BVFB1H83
lse,ISEU.L,IE00B1YZSC51
lse,ISEUMD.L,IE00BF20LF40
lse,ISFD.L,IE00BYZ28W67
lse,ISFE.L,IE00B2QWDR12
lse,ISF.L,IE0005042456
lse,ISFLOT.L,IE00BZ048462
lse,ISFl.TRE,IE0005042456
lse,ISFR.L,IE00BP3QZJ36
lse,ISFU.L,IE0005042456
lse,ISGbe.TRE,US45765Y1055
lse,ISGLDU.L,CH0346134395
lse,ISHIGH.L,IE00BF3N7094
lse,ISHYEA.L,IE00BYWZ0440
lse,ISIBC1.L,IE00B0M62X26
lse,ISIf.TRE,US4622221004
lse,ISIIND.L,IE00BZCQB185
lse,ISIJPA.L,IE00B4L5YX21
lse,ISISRL.L,IE00BP3QZG05
lse,ISISX5.L,IE00B53L3W79
lse,ISITEH.L,IE00BFMM9235
lse,ISITPG.L,IE00BDZVH859
lse,ISIUES.L,IE00B42NKQ00
lse,ISIUSF.L,IE00BD1F4K20
lse,ISIUSU.L,IE00B4KBBD01
lse,ISJP.L,IE00B2QWDY88
lse,ISLN.L,IE00B4NCWG09
lse,ISLQDA.L,IE00BYXYYJ35
lse,ISMIDD.L,IE00B00FV128
lse,ISMINV.L,IE00B8FHGS14
lse,ISMVUS.L,IE00B6SPMN59
lse,ISNDIA.L,IE00BZCQB185
lse,ISP6.L,IE00B2QWCY14
lse,ISPAde.TRE,DE000A0F5UH1
lse,ISPmi.TRE,IT0000072618
lse,ISPRmi.TRE,IT0000072626
lse,ISPY.L,IE00BYPLS672
lse,ISPYl1.TRE,IE00BYPLS672
lse,ISQ1be.TRE,US4642876555
lse,ISQ2be.TRE,US4642872000
lse,ISQ5be.TRE,US4642875235
lse,ISQE.L,IE00BVFB1H83
lse,ISQIbe.TRE,US4642875565
lse,ISQJbe.TRE,US4642875078
lse,ISQKbe.TRE,US4642878049
lse,ISQMbe.TRE,US4642871846
lse,ISQSbe.TRE,US4642873255
lse,ISQVbe.TRE,US4642872919
lse,ISQXbe.TRE,US4642872349
lse,ISRde.TRE,DE0005488100
lse,ISRGvi.TRE,US46120E6023
lse,ISSco.TRE,DK0060542181
lse,ISSPMV.L,IE00B6SPMN59
lse,ISSUSW.L,IE00BYX2JD69
lse,ISTB.L,IE00B1FZS798
lse,ISTRq.L,US9001515074
lse,ISUS.L,IE00B296QM64
lse,ISV0be.TRE,US46434G7806
lse,ISV9be.TRE,US46434G1031
lse,ISVCbe.TRE,US4642867729
lse,ISVJbe.TRE,US4642868222
lse,ISVPbe.TRE,US4642868065
lse,ISVUbe.TRE,US4642867497
lse,ISWD.L,IE00B27YCN58
lse,ISWIGG.L,IE00BDFK1680
lse,ISWING.L,IE00BYM31M36
lse,ISWSML.L,IE00BF4RFH31
lse,ISXF.L,IE00B4L60H17
lse,ITALIpa.TRE,FR0013267846
lse,ITAMIDmi.TRE,FR0011758085
lse,ITAPIRmi.TRE,LU1605710802
lse,ITEC.L,IE00BKWQ0K51
lse,ITE.L,GB0002520509
lse,ITGH.L,IE00BFMM9342
lse,ITKY.L,IE00B1FZS574
lse,ITM.L,GB00B0130H42
lse,ITMmi.TRE,IT0005253205
lse,ITPE.L,IE00BDZVH966
lse,ITPS.L,IE00B1FZSC47
lse,ITPSl2.TRE,IE00B1FZSC47
lse,ITQ.L,GB00B07W3X22
lse,ITRK.L,GB0031638363
lse,ITRKl.TRE,GB0031638363
lse,ITRUSE.L,LU1483649312
lse,ITV.L,GB0033986497
lse,ITVl.TRE,GB0033986497
lse,ITWN.L,IE00B0M63623
lse,ITXI.L,GB00B84LVH87
lse,ITXmc.TRE,ES0148396007
lse,IUAA.L,IE00BYXYYM63
lse,IUAE.L,IE00BDFJYM28
lse,IUAG.L,IE00B44CGS96
lse,IUCB.L,IE00BYV12Y75
lse,IUCD.L,IE00B4MCHD36
lse,IUCS.L,IE00B40B8R38
lse,IUFS.L,IE00B4JNQZ49
lse,IUGA.L,IE00BDFGJ841
lse,IUHC.L,IE00B43HR379
lse,IUHCl.TRE,IE00B43HR379
lse,IUIS.L,IE00B4LN9N13
lse,IUIT.L,IE00B3WJKG14
lse,IUKD.L,IE00B0M63060
lse,IUKP.L,IE00B1TXLS18
lse,IUMD.L,IE00BFF5RZ82
lse,IUMF.L,IE00BD1F4N50
lse,IUMO.L,IE00BD1F4N50
lse,IUMS.L,IE00B4MKCJ84
lse,IUQA.L,IE00BD1F4L37
lse,IUQD.L,IE00BF2QSQ20
lse,IUQF.L,IE00BD1F4L37
lse,IUQf.TRE,CA2483561072
lse,IUSA.L,IE0031442068
lse,IUSAl.TRE,IE0031442068
lse,IUSCs.TRE,IE00B88DZ566
lse,IUSEA.L,IE00B3ZW0K18
lse,IUSP.L,IE00B1FZSF77
lse,IUST.L,IE00B1FZSC47
lse,IUSZ.L,IE00BD1F4K20
lse,IUUS.L,IE00B4KBBD01
lse,IUVD.L,IE00BFF5RX68
lse,IUVF.L,IE00BD1F4M44
lse,IUVL.L,IE00BD1F4M44
lse,IV8f.TRE,US46185L1035
lse,IVApa.TRE,FR0013233012
lse,IVI.L,GB0003585725
lse,IVPB.L,GB00B1DQ6696
lse,IVPG.L,GB00B1DQ6472
lse,IVPM.L,GB00B1DQ6704
lse,IVPU.L,GB00B1DPVL60
lse,IVSmi.TRE,LU0556041001
lse,IVUde.TRE,DE0007448508
lse,IVXde.TRE,DE0005859698
lse,IWDA.L,IE00B4L5Y983
lse,IWDCs.TRE,IE00B8BVCK12
lse,IWDE.L,IE00B441G979
lse,IWDG.L,IE00BD45YS76
lse,IWDP.L,IE00B1FZS350
lse,IWFM.L,IE00BP3QZ825
lse,IWFQ.L,IE00BP3QZ601
lse,IWFS.L,IE00BP3QZD73
lse,IWFV.L,IE00BP3QZB59
lse,IWG.L,JE00BYVQYS01
lse,IWGl.TRE,JE00BYVQYS01
lse,IWMO.L,IE00BP3QZ825
lse,IWQU.L,IE00BP3QZ601
lse,IWRD.L,IE00B0M62Q58
lse,IWRDl.TRE,IE00B0M62Q58
lse,IWSZ.L,IE00BP3QZD73
lse,IWVG.L,IE00BFYTYS33
lse,IWVL.L,IE00BP3QZB59
lse,IWVU.L,IE00BFYTYS33
lse,IXI.L,GB00BCLY7L40
lse,IXXde.TRE,DE0005759807
lse,IYZ.TRE,US4642877132
lse,J10Abe.TRE,US23130C1080
lse,J10Lbe.TRE,US23129S1069
lse,J13E.L,IE00BYVZV757
lse,J40Bbe.TRE,US74347R1317
lse,J40Tbe.TRE,US74347B2016
lse,J40Yd.TRE,US74348A1786
lse,J6Wf.TRE,CA01535P1062
lse,JAI.L,GB0001320778
lse,JAM.L,GB00BKZGVH64
lse,JANJ.L,GB00BZ11WQ61
lse,JAWf.TRE,US4771431016
lse,JAY.L,GB00BFD3VF20
lse,JBEMpa.TRE,LU1481202692
lse,JBGOAzchi.TRE,CH0103447766
lse,JBGOCzchi.TRE,CH0044781232
lse,JBGOUAs.TRE,CH0044781141
lse,JBHTvi.TRE,US4456581077
lse,JBPCZzchi.TRE,CH0106406280
lse,JCH.L,GB0003422184
lse,JCPf.TRE,US7081601061
lse,JDG.L,GB0032398678
lse,JD.L,GB00BYX91H57
lse,JDl.TRE,GB00BYX91H57
lse,JDS.L,BMG507641022
lse,JDSl1.TRE,BMG507641022
lse,JDSl.TRE,BMG507641022
lse,JDvi.TRE,US47215P1066
lse,JDW.L,GB0001638955
lse,JDWl.TRE,GB0001638955
lse,JE13.L,IE00BYVZV757
lse,JEFI.L,GB00BDR05757
lse,JEGf.TRE,US4698141078
lse,JEJf.TRE,CA9279263037
lse,JE.L,GB00BKX5CN86
lse,JELS.L,IE00BF4G7308
lse,JEMI.L,GB00B5ZZY915
lse,JENde.TRE,DE0006229107
lse,JEO.L,GB0000197722
lse,JESC.L,GB00BMTS0Z37
lse,JETi.L,GB00B17XWW44
lse,JETx.L,GB00B18JK166
lse,JEV.L,IE00BDC5DG00
lse,JFJ.L,GB0001740025
lse,JGCI.L,GG00B96SW597
lse,JGC.L,GB00B120GL77
lse,JHD.L,GB00B0LS8535
lse,JHEF.L,IE00BDBRDY56
lse,JII.L,GB0003450359
lse,JIL.L,GG00B29LSW52
lse,JIM.L,GB00B013J330
lse,JKX.L,GB0004697420
lse,JLEC.L,JE00B43SP147
lse,JLEN.L,GG00BJL5FH87
lse,JLES.L,IE00BF4G7308
lse,JLGg.L,GB00BDRNS199
lse,JLG.L,GB00BVC3CB83
lse,JLGl.TRE,GB00BVC3CB83
lse,JLGn.L,GB00BFX0WB65
lse,JLGNn.L,GB00BFX0WB65
lse,JLH.L,GB0004773148
lse,JLIF.L,GG00B4ZWPH08
lse,JLP.L,GB0031852162
lse,JLT.L,GB0005203376
lse,JLTl.TRE,GB0005203376
lse,JM2f.TRE,US8326964058
lse,JMAT.L,GB00BZ4BQC70
lse,JMATl.TRE,GB00BZ4BQC70
lse,JMC.L,GB0003435012
lse,JMF.L,GB0002357613
lse,JMG.L,GB0003418950
lse,JMI.L,GB0007416000
lse,JMst.TRE,SE0000806994
lse,JMTls.TRE,PTJMT0AE0001
lse,JNJ2.L,IE00BF03XV54
lse,JNJde.TRE,US4781601046
lse,JNKE.L,IE00B6YX5M31
lse,JNKS.L,IE00B99FL386
lse,JNPf.TRE,US48203R1041
lse,JOG.L,GB00BYN5YK77
lse,JOUL.L,GB00BZ059357
lse,JP05.L,CWN8143L4892
lse,JPB.L,GB00B602HS43
lse,JPBM.L,IE00BDFC6G93
lse,JPCHBHs.TRE,LU0950672120
lse,JPEA.L,IE00BYXYYK40
lse,JPEE.L,IE00BYXYYK40
lse,JPEH.L,IE00BZ0G8C04
lse,JPEi.L,GB0034080217
lse,JPE.L,GB0008528142
lse,JPEL.L,GG00BD25J512
lse,JPEL.L,GG00BF1F1F02
lse,JPEx.L,GB0034080092
lse,JPEX.L,IE00BWFDP795
lse,JPFM.L,IE00BF4G7290
lse,JPFMl.TRE,JPFMl
lse,JPGB.L,JE00B3QBQJ84
lse,JPGI.L,GB00BYMKY695
lse,JPHEpa.TRE,FR0012688299
lse,JPHG.L,FR0012688273
lse,JPHG.L,LU1681039308
lse,JPHU.L,FR0012688281
lse,JPHU.L,LU1681039217
lse,JPIP.L,GB00B2NBJ068
lse,JPIPo.L,GB00B2NBJ282
lse,JPIPu.L,GB00B2NBJ407
lse,JPJ.L,GB00BZ14BX56
lse,JPJl.TRE,GB00BZ14BX56
lse,JPJP.L,IE00BZ0G8B96
lse,JPM2.L,IE00BF03XW61
lse,JPMB.L,IE00BDFC6G93
lse,JPMF.L,IE00BF4G7290
lse,JPNHpa.TRE,FR0011475078
lse,JPNKpa.TRE,FR0012205631
lse,JPNL.L,FR0010245514
lse,JPNpa.TRE,FR0010245514
lse,JPNU.L,FR0010245514
lse,JPNY.L,FR0012205623
lse,JPNY.L,LU1681039050
lse,JPP3.L,JE00B3TVGH32
lse,JPR.L,GB00BRK8Y334
lse,JPS.L,GB0003165817
lse,JPSREmi.TRE,LU1273488715
lse,JPSR.L,LU1230561679
lse,JPST.L,IE00BDFC6Q91
lse,JPTS.L,IE00BDFC6Q91
lse,JPUSBzchi.TRE,LU0977260867
lse,JPX4.L,LU1646359452
lse,JPXf.TRE,US0080731088
lse,JPXG.L,LU1646359452
lse,JPXU.L,LU1646359882
lse,JPXX.L,LU1646359619
lse,JPYP.L,JE00B68GSP26
lse,JRS.L,GB0032164732
lse,JSG.L,GB0004762810
lse,JSTde.TRE,DE000JST4000
lse,JSWwa.TRE,PLJSW0000015
lse,JTC.L,JE00BF4X3P53
lse,JTOW_t.L,VGG498941191
lse,JTWO.L,VGG498941019
lse,JUKG.L,GB00BFD3V961
lse,JUP.L,GB00B53P2009
lse,JUPl.TRE,GB00B53P2009
lse,JUSC.L,GB00BJL5F346
lse,JUS.L,GB0003463402
lse,JUSTJ.L,GB00BCRX1J15
lse,JUSTl.TRE,GB00BCRX1J15
lse,JWNG.L,GB00BF5KDY46
lse,JYSKco.TRE,DK0010307958
lse,JZCCls.L,GG00BP46PR08
lse,JZCP.L,GG00B403HK58
lse,JZCZo.L,GG00BZ0RY036
lse,K3C.L,GB00BF1HPD20
lse,K3Tf.TRE,CA86388A1084
lse,K6Bf.TRE,US48242W1062
lse,K8Af.TRE,US4837091010
lse,KABNde.TRE,CH0011795959
lse,KAHLst.TRE,SE0010520981
lse,KAMBIst.TRE,MT0000780107
lse,KAPE.L,IM00BQ8NYV14
lse,KATK.L,GB00BSNBL022
lse,KAY.L,GB0007174294
lse,KAZ.L,GB00B0HZPV38
lse,KAZl.TRE,GB00B0HZPV38
lse,KBCAbr.TRE,BE0003867844
lse,KBCbr.TRE,BE0003565737
lse,KBEK.L,NL0000051043
lse,KBT.L,GB00B00P6061
lse,KCELq.L,US48668G2057
lse,KCOde.TRE,DE000KC01000
lse,KCOM.L,GB0007448250
lse,KCRhe.TRE,FI0009005870
lse,KCR.L,GB00BYWK1Q82
lse,KCYf.TRE,US4851703029
lse,KDNC.L,GB00B067JC96
lse,KDR.L,IE00BD09HK61
lse,KDSas.TRE,NL0011323407
lse,KEFI.L,GB00BD8GP619
lse,KELde.TRE,US4878361082
lse,KEMIRAhe.TRE,FI0009004824
lse,KEMK.L,GB00B8T2QJ39
lse,KENV.L,GB00B830HW33
lse,KERpa.TRE,FR0000121485
lse,KERwa.TRE,LU0327357389
lse,KESKOAhe.TRE,FI0009007900
lse,KESKOBhe.TRE,FI0009000202
lse,KETL.L,IM00BF0FMG91
lse,KEYf.TRE,US4932671088
lse,KEYS.L,GB00BZ020557
lse,KGF.L,GB0033195214
lse,KGFl.TRE,GB0033195214
lse,KGHwa.TRE,PLKGHM000017
lse,KGXde.TRE,DE000KGX8881
lse,KHNZde.TRE,US5007541064
lse,KHPf.TRE,US5002551043
lse,KIBO.L,IE00B97C0C31
lse,KICf.TRE,US49446R1095
lse,KIE.L,GB0004915632
lse,KIEl.TRE,GB0004915632
lse,KIJf.TRE,US20605P1012
lse,KIN2de.TRE,CA4969024047
lse,KINbr.TRE,BE0974274061
lse,KINDSDBst.TRE,SE0007871645
lse,KINK.L,GB00BZ7M6059
lse,KINVBst.TRE,SE0008373906
lse,KIT.L,GB0004912068
lse,KLACvi.TRE,US4824801009
lse,KLEDst.TRE,SE0000549412
lse,KLN.L,GB00B03W5P29
lse,KLOVBst.TRE,SE0006593919
lse,KLR.L,GB0004866223
lse,KLRl.TRE,GB0004866223
lse,KMGq.L,US48666V2043
lse,KMI.TRE,US49456B1017
lse,KMK.L,GB00BD7V5D43
lse,KNEBVhe.TRE,FI0009013403
lse,KNM.L,JP3300200007
lse,KNMl.TRE,JP3300200007
lse,KNOS.L,GB00BZ0D6727
lse,KNpa.TRE,FR0000120685
lse,KO2.L,IE00BF03XM63
lse,KOCf.TRE,US5006001011
lse,KOD.L,GB00BH3X7Y70
lse,KODNf.TRE,US2774614067
lse,KOGf.TRE,US5010441013
lse,KOGol.TRE,NO0003043309
lse,KOMBpr.TRE,CZ0008019106
lse,KOOV.L,GB00BHB22S55
lse,KORIpa.TRE,FR0010386334
lse,KOS.L,BMG5315B1072
lse,KP2.L,GB00BYP2QJ94
lse,KPNas.TRE,NL0000009082
lse,KRKGlj.TRE,SI0031102120
lse,KRMK.L,GB00BFM6WC61
lse,KRNde.TRE,DE0006335003
lse,KRS.L,GB00B649J414
lse,KRUwa.TRE,PLKRK0000010
lse,KRW.L,FR0010361691
lse,KRWL.L,FR0010361691
lse,KRWL.L,FR0010581447
lse,KRWpa.TRE,FR0010361691
lse,KSB3de.TRE,DE0006292030
lse,KSBde.TRE,DE0006292006
lse,KSCde.TRE,DE000A1A6V48
lse,KSK.L,IM00B1G29327
lse,KSP.L,IE0004927939
lse,KT31f.TRE,BMG396372051
lse,KTFde.TRE,US6092071058
lse,KU2de.TRE,DE0006204407
lse,KUBCq.L,KYG522771032
lse,KVWas.TRE,NL0012294466
lse,KWGde.TRE,DE0006578008
lse,KWSde.TRE,DE0007074007
lse,KWS.L,GB00BBQ38507
lse,KYGa.L,IE0004906560
lse,KZG.L,GB00B830HW33
lse,L100.L,LU1650492173
lse,L1Tf.TRE,CA53116A1075
lse,L250.L,FR0010438135
lse,L3Hf.TRE,US5024131071
lse,L4Rf.TRE,CA51669T1012
lse,L4Tsg.TRE,US5368041076
lse,L6EW.L,LU0599613147
lse,LABf.TRE,US50540R4092
lse,LAGR.L,JE00B2NFT427
lse,LAHL.L,VGG537611052
lse,LAHW_t.L,VGG537611136
lse,LAKE.L,GB00BSKS1M86
lse,LALL.L,JE00B2NFV571
lse,LALU.L,JE00B2NFTC05
lse,LAM.L,GB00B1CL5249
lse,LAND.L,GB00BYW0PQ60
lse,LANDl.TRE,GB00BYW0PQ60
lse,LANDs.TRE,CH0371153492
lse,LARTq.L,USY5217N1183
lse,LAS.L,GB0005234223
lse,LAT1Vhe.TRE,FI0009010854
lse,LATOBst.TRE,SE0010100958
lse,LAU3.L,JE00B3W2CR59
lse,LAUD.L,JE00B68GQH02
lse,LAUS.L,LU0496786905
lse,LAUS.L,LU0496787036
lse,LAUU.L,LU0496786905
lse,LAUU.L,LU0496787036
lse,LBJf.TRE,BMG540501027
lse,LBKmc.TRE,ES0168675090
lse,LBOW.L,GG00B8C23S81
lse,LBP.L,GB00BNB7LQ31
lse,LBRT.L,JE00BDD9QD91
lse,LBTAvi.TRE,GB00B8W67662
lse,LBTYKvi.TRE,GB00B8W67B19
lse,LBUL.L,JE00B2NFTL95
lse,LC45.L,CWN8140Q4650
lse,LC46.L,CWN8140Q4734
lse,LC52.L,CWN8140Q6978
lse,LC53.L,CWN8140Q7216
lse,LC54.L,CWN8140Q7471
lse,LC56.L,CWN8140Q8206
lse,LC57.L,CWN8140Q8537
lse,LC59.L,CWN8140P1459
lse,LC62.L,CWN8140P3018
lse,LC64.L,CWN8140P3687
lse,LCAD.L,JE00B68GRL13
lse,LCAL.L,LU1781541849
lse,LCAN.L,LU0496786731
lse,LCAN.L,LU0496786814
lse,LCAS.L,LU1781541849
lse,LCAU.L,LU0496786731
lse,LCAU.L,LU0496786814
lse,LCFE.L,JE00B2NFTD12
lse,LCG.L,GB00B0RHGY93
lse,LCHF.L,JE00B68GVR52
lse,LCJD.L,LU1781541252
lse,LCJP.L,LU1781541252
lse,LCL.L,GB00B0ZSH635
lse,LCLl.TRE,GB00B0ZSH635
lse,LCNP.L,JE00B6822V48
lse,LCNY.L,JE00B6822V48
lse,LCOC.L,JE00B2NFV803
lse,LCOf.TRE,US5341871094
lse,LCOM.L,JE00BMM1W645
lse,LCOP.L,JE00B2NFTF36
lse,LCOR.L,JE00B2NFTG43
lse,LCPE.L,LU1079842321
lse,LCRP.L,IE00BZ0G8860
lse,LCRW.L,LU0876440222
lse,LCTO.L,JE00B2NFTH59
lse,LCUD.L,LU1781540957
lse,LCWD.L,LU1781541179
lse,LCWL.L,LU1781541179
lse,LCYf.TRE,NL0000233195
lse,LD1Af.TRE,US5057431042
lse,LDCCzchi.TRE,IE00BWC52F58
lse,LDCEde.TRE,IE00BP9F2J32
lse,LDCU.L,IE00BP9F2H18
lse,LDIT.L,GB0031977944
lse,LDOmi.TRE,IT0003856405
lse,LDSG.L,GB0005100606
lse,LE6Nf.TRE,US5218652049
lse,LEAF.L,KYG541351196
lse,LEED.L,JE00B2QY0436
lse,LEGde.TRE,DE000LEG1110
lse,LEGL.L,GB0001514032
lse,LEGR.L,IE00BF5DXP42
lse,LEHTOhe.TRE,FI4000081138
lse,LEIde.TRE,DE0006464506
lse,LEK.L,KYG5462G1073
lse,LEMB.L,FR0010967323
lse,LEMD.L,FR0010435297
lse,LEMpa.TRE,FR0010429068
lse,LEMV.L,LU0599612842
lse,LEOde.TRE,DE0005408884
lse,LEOst.TRE,SE0008091904
lse,LERO.L,JE00B68GS416
lse,LEU3.L,JE00B3Y5F176
lse,LEU5.L,JE00BYZ5PD53
lse,LEVMIBmi.TRE,FR0010446658
lse,LFAS.L,FR0010438150
lse,LFI.L,GB0002994001
lse,LG1f.TRE,US50187T1060
lse,LGAS.L,JE00B2NFTK88
lse,LGB3.L,JE00B3SBFZ51
lse,LGB5.L,JE00BYZ5PJ16
lse,LGBB.L,JE00B3QJ6D65
lse,LGBP.L,JE00B68GR111
lse,LGCF.L,IE00B4TXPP71
lse,LGCU.L,IE00B4TXPP71
lse,LGEN.L,GB0005603997
lse,LGENl.TRE,GB0005603997
lse,LGHT.L,GB0009779116
lse,LGOV.L,IE00BYSZ6062
lse,LGRA.L,JE00B2NFT757
lse,LHAde.TRE,DE0008232125
lse,LHEA.L,JE00B2NFTM03
lse,LHNs.TRE,CH0012214059
lse,LIABst.TRE,SE0001852419
lse,LIDf.TRE,US0185811082
lse,LID.L,GB0030546849
lse,LIEf.TRE,CA8667961053
lse,LIFCOBst.TRE,SE0006370730
lse,LIGHTas.TRE,NL0011821392
lse,LIME.L,JE00B2NFV688
lse,LINde.TRE,DE0006483001
lse,LINpa.TRE,FR0004156297
lse,LINRP.L,JE00B66M5848
lse,LINRR.L,JE00B66M5848
lse,LINUde.TRE,DE000A2E4L75
lse,LIO1de.TRE,DE000A1RFM03
lse,LIO.L,GB0007388407
lse,LIONL.L,GG00B3M9KL68
lse,LIpa.TRE,FR0000121964
lse,LIVf.TRE,US0528001094
lse,LIVP.L,CH0348206514
lse,LIVU.L,CH0346134379
lse,LJP3.L,JE00B3X9GJ56
lse,LJP5.L,JE00BYZ5PG84
lse,LJPY.L,JE00B68GSP26
lse,LKCSq.L,US5495202039
lse,LKODl.TRE,US69343P1057
lse,LKOH.L,RU0009024277
lse,LKOHl.TRE,RU0009024277
lse,LKOHyq.L,US69343P1057
lse,LKQ1f.TRE,US5018892084
lse,LKTf.TRE,CA54928Q1081
lse,LLBNs.TRE,LI0355147575
lse,LLCT.L,JE00B2NFTP34
lse,LLEA.L,JE00B2NFTZ32
lse,LLHO.L,JE00B2NFTN10
lse,LLOY.L,GB0008706128
lse,LLOYl.TRE,GB0008706128
lse,LLOY_pa.L,GB00B3KSB238
lse,LLOY_pb.L,GB00B3KS9W93
lse,LLOY_pe.L,GB00B3KSB568
lse,LLST.L,JE00B2NFT864
lse,LM05f.TRE,US5312298707
lse,LMEL.L,GB00BKXP5L71
lse,LMI.L,GB00BYSRJ698
lse,LMMV.L,LU0705291812
lse,LMPL.L,GB00B4WFW713
lse,LMS.L,GB00B12MHD28
lse,LN3f.TRE,US5272881047
lse,LND.L,GB00B06VJ325
lse,LNEY.L,JE00B2NFT641
lse,LNGA.L,JE00BDD9Q956
lse,LNIK.L,JE00BDD9QB77
lse,LNKf.TRE,US53261M1045
lse,LNNf.TRE,US5260571048
lse,LNOK.L,JE00B68GTQ08
lse,LNRG.L,JE00B2NFT534
lse,LNSXf.TRE,DE000A0DPRE6
lse,LNTAl.TRE,US52634T2006
lse,LNTAq.L,US52634T2006
lse,LNZD.L,JE00B68GT711
lse,LNZvi.TRE,AT0000644505
lse,LO24de.TRE,DE000LTT0243
lse,LOCALpa.TRE,FR0012938884
lse,LOCE.L,IE00BSVYHP04
lse,LOCG.L,IE00BSVYHP04
lse,LOCL.L,IE00BSVYHP04
lse,LOGmc.TRE,ES0105027009
lse,LOGP.L,GB00B1250X28
lse,LOIL.L,JE00BDD9Q840
lse,LOILl.TRE,JE00BDD9Q840
lse,LOK.L,GB0007276115
lse,LOMde.TRE,US5398301094
lse,LOOK.L,GB00B17MMZ46
lse,LOOMBst.TRE,SE0002683557
lse,LOOP.L,GB00BYQP6S60
lse,LOWE.L,IE00BFTWP510
lse,LOWV.L,IE00B802KR88
lse,LP1f.TRE,US5246601075
lse,LPA.L,GB0007320806
lse,LPET.L,JE00BDD9Q733
lse,LPKde.TRE,DE0006450000
lse,LPLA.L,JE00B2NFV134
lse,LPMT.L,JE00B2NFV795
lse,LPPwa.TRE,PLLPP0000011
lse,LQDE.L,IE0032895942
lse,LQDG.L,IE00BCLWRB83
lse,LQDH.L,IE00BCLWRB83
lse,LQDS.L,IE0032895942
lse,LQEE.L,IE00BF3N6Y61
lse,LQGH.L,IE00BDFK3736
lse,LQQ3.L,IE00B8W5C578
lse,LQQpa.TRE,FR0010342592
lse,LQQS.L,IE00B8VZVH32
lse,LRCXvi.TRE,US5128071082
lse,LRD.L,GB00B1VNST91
lse,LRE.L,BMG5361W1047
lse,LREl.TRE,BMG5361W1047
lse,LREmc.TRE,ES0105015012
lse,LRM.L,GB00B030JP46
lse,LRpa.TRE,FR0010307819
lse,LS2GE.L,IE00BF03XQ02
lse,LS2GS.L,IE00BF03XR19
lse,LSAA.L,GB00BF1Q4B05
lse,LSAB.L,GB00BF1Q4C12
lse,LSAD.L,GB00BF1Q4N27
lse,LSAE.L,GB00BF1Q4D29
lse,LSAI.L,GB00B2PKZ581
lse,LSC.L,GB0005314363
lse,LSEK.L,JE00B68GV642
lse,LSE.L,GB00B0SWJX34
lse,LSEl.TRE,GB00B0SWJX34
lse,LSFT.L,JE00B2NFTB97
lse,LSGol.TRE,NO0003096208
lse,LSIL.L,JE00B2NFTS64
lse,LSL.L,GB00B1G5HX72
lse,LSOB.L,JE00B2NFTV93
lse,LSPU.L,LU0496786657
lse,LSPX.L,LU0496786657
lse,LSRGq.L,US50218G2066
lse,LSR.L,GB00B1VS7G47
lse,LSUG.L,JE00B2NFTW01
lse,LSYO.L,JE00B2NFTT71
lse,LT3f.TRE,US05463X1063
lse,LTAM.L,IE00B27YCK28
lse,LTDf.TRE,US5017971046
lse,LTGL.L,GB00B4T7HX10
lse,LTGl.TRE,GB00B4T7HX10
lse,LTHM.L,GB00B04NP100
lse,LTHM_p.L,GB0005065312
lse,LTIAf.TRE,CA03835T2002
lse,LTIM.L,JE00B2NFV241
lse,LTMpa1.TRE,FR0010410266
lse,LTMU.L,FR0010410266
lse,LTPf.TRE,US5021751020
lse,LTRf.TRE,US5404241086
lse,LTSwa.TRE,PLLOTOS00025
lse,LU2f.TRE,US55024U1097
lse,LUCEL.L,GB00BZC0LP49
lse,LUD5.L,JE00BMM1WH57
lse,LUK2.L,IE00B4QNJJ23
lse,LUMV.L,LU0599612412
lse,LUNco.TRE,DK0010287234
lse,LUNDBst.TRE,SE0000108847
lse,LUPEst.TRE,SE0000825820
lse,LUSB.L,JE00B3V74640
lse,LUSC.L,IE00BZ0G8860
lse,LUSde.TRE,DE0006459324
lse,LUTR.L,IE00BYSZ5V04
lse,LUVEmi.TRE,IT0005107492
lse,LUV.TRE,US8447411088
lse,LUXG.L,LU1681048713
lse,LUXmi.TRE,IT0001479374
lse,LUXU.L,LU1681048713
lse,LVCG.L,GB00BGSGT481
lse,LVCpa.TRE,FR0010592014
lse,LVEpa.TRE,FR0010468983
lse,LVNAvi.TRE,US53071M8560
lse,LVS.TRE,US5178341070
lse,LVXbr.TRE,LU0832435464
lse,LWB.L,GB0005363014
lse,LWDB.L,GB0031429219
